child_id,child_gender,child_age_rounded,age_days,age,condition,counterbalance,attn1,attn2,test,attn3,rachel_false_belief,diana_false_belief,allie_false_belief,mean_fb,num_speakers,coding_experience,smartphone_frequency,smart_speaker_frequency,voice_assistant_frequency,pass_attn1,pass_attn2,pass_attn3,pass_all_attn,chose_song_1,age_months,floor_age,va_daily,ss_daily,multiSSexperience
cX2D7c,f,4410,4420,12.10130048,Person,1,spider,wheels,spider,1,1,1,1,1,7,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Several times a day,Several times a day,1,1,1,1,1,145.313476,12,TRUE,TRUE,TRUE
,,,2735,7.488021903,Person,4,wheels,spider,wheels,1,1,1,1,1,5,no experience with coding,About once a day,About once a day,,1,1,1,1,1,89.91682283,7,,TRUE,TRUE
,,,1881,5.149897331,Person,2,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,About once a day,Less than once a week,,1,1,1,1,1,61.84041819,5,,FALSE,FALSE
CYHPFL,m,4950,4940,13.52498289,AI,1,spider,wheels,wheels,1,1,1,1,1,7,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,0,162.4091791,13,TRUE,TRUE,TRUE
cYHPQ5,m,4140,4152,11.36755647,AI,3,spider,wheels,wheels,1,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,About once a day,About once a day,1,1,1,1,0,136.5026137,11,TRUE,TRUE,FALSE
cZVLcN,m,2970,2975,8.145106092,AI,2,wheels,spider,wheels,1,1,1,1,1,0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,Never,Never,1,1,1,1,1,97.80714732,8,FALSE,FALSE,FALSE
d2RNVQ,f,3090,3098,8.481861739,AI,3,spider,wheels,spider,1,1,1,1,1,,,Several times a day,,About once a day,1,1,1,1,1,101.8509386,8,TRUE,,
,,,3075,8.41889117,Person,2,wheels,spider,wheels,1,1,1,1,1,0,coding class at school,About once a week,Never,,1,1,1,1,1,101.0947825,8,,FALSE,FALSE
d44R4W,f,4110,4110,11.25256674,AI,4,wheels,spider,wheels,1,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,,Several times a day,1,1,1,1,1,135.1218069,11,TRUE,,TRUE
,,,1908,5.223819302,Person,2,wheels,spider,spider,1,1,1,1,1,2,no experience with coding,About once a day,Less than once a week,,1,1,1,1,0,62.72807969,5,,FALSE,TRUE
d6RFVM,m,4110,4109,11.24982888,Person,3,spider,wheels,spider,1,1,1,1,1,,,Several times a day,Never,About once a week,1,1,1,1,1,135.0889305,11,FALSE,FALSE,
dADL67,f,1890,1893,5.18275154,AI,4,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,About once a day,,About once a day,1,1,1,1,1,62.23493441,5,TRUE,,FALSE
,,,4294,11.75633128,AI,2,wheels,spider,wheels,1,1,1,1,1,1,no experience with coding,Several times a day,,,1,1,1,1,1,141.1710557,11,,,FALSE
DBFU24,f,4290,4277,11.70978782,Person,3,spider,wheels,spider,1,0,0,1,0.333333333,2,coding class at school,Several times a day,Never,Never,1,1,1,1,1,140.6121577,11,FALSE,FALSE,TRUE
dcddCF,f,1770,1777,4.865160849,Person,1,spider,wheels,wheels,1,1,1,1,1,,no experience with coding,Never,About once a day,Never,1,1,1,1,0,58.42127758,4,FALSE,TRUE,
Ddd42B,m,4590,4581,12.54209446,AI,1,spider,wheels,wheels,1,1,1,1,1,8,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,0,150.6065687,12,TRUE,TRUE,TRUE
Ddd43L,f,4500,4488,12.28747433,Person,3,spider,wheels,spider,1,1,1,1,1,0,coding class at school,Several times a day,,About once a day,1,1,1,1,1,147.549068,12,TRUE,,FALSE
DEH3SW,f,1230,1225,3.353867214,Person,2,wheels,spider,wheels,1,0,0,1,0.333333333,2,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1,40.27353125,3,TRUE,TRUE,TRUE
,,,4442,12.1615332,Person,2,wheels,spider,wheels,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Never,,1,1,1,1,1,146.0367558,12,,FALSE,FALSE
DGH6Ld,f,1440,1429,3.912388775,Person,1,spider,wheels,spider,1,0,1,0,0.333333333,,no experience with coding,About once a week,Never,About once a week,1,1,1,1,1,46.98030707,3,FALSE,FALSE,
DHLRUE,m,4560,4563,12.49281314,AI,2,wheels,spider,wheels,1,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,,,1,1,1,1,1,150.0147944,12,,,FALSE
DHZ3NG,f,3600,3612,9.889117043,Person,4,wheels,spider,wheels,1,1,1,1,1,5,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,118.7493836,9,TRUE,TRUE,TRUE
DJKFNX,m,3600,3609,9.880903491,AI,3,spider,wheels,spider,1,1,1,1,1,0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,About once a week,1,1,1,1,1,118.6507545,9,FALSE,FALSE,FALSE
dJPCR7,m,2610,2596,7.107460643,AI,2,wheels,spider,wheels,1,1,1,1,1,2,no experience with coding,About once a day,Several times a day,Several times a day,1,1,1,1,1,85.3470099,7,TRUE,TRUE,TRUE
dJUH64,m,2610,2620,7.173169062,AI,2,wheels,spider,wheels,1,1,1,1,1,2,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a week,About once a day,1,1,1,1,1,86.13604234,7,TRUE,FALSE,TRUE
dJZ5QE,f,2850,2836,7.764544832,Person,2,wheels,spider,spider,1,1,1,1,1,3,no experience with coding,Never,About once a day,Never,1,1,1,1,0,93.23733439,7,FALSE,TRUE,TRUE
DKUY4F,f,1290,1297,3.550992471,AI,4,wheels,spider,wheels,1,1,1,0,0.666666667,1,no experience with coding,Less than once a week,About once a day,About once a day,1,1,1,1,1,42.6406286,3,TRUE,TRUE,FALSE
DMX5NS,,,2618,7.167693361,Person,3,spider,wheels,spider,1,1,1,1,1,3,no experience with coding,Several times a day,About once a week,About once a week,1,1,1,1,1,86.07028964,7,FALSE,FALSE,TRUE
dR3ZQW,m,3240,3234,8.854209446,Person,3,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,About once a day,About once a day,Never,1,1,1,1,1,106.3221225,8,FALSE,TRUE,FALSE
DTXJAD,m,2400,2410,6.598220397,AI,2,wheels,spider,wheels,1,0,0,1,0.333333333,1,coding class at school,Several times a day,Never,About once a day,1,1,1,1,1,79.23200842,6,TRUE,FALSE,FALSE
DUJVEL,m,3150,3157,8.643394935,AI,3,spider,wheels,spider,1,1,1,1,1,1,coding class at school,Several times a day,About once a week,About once a week,1,1,1,1,1,103.7906434,8,FALSE,FALSE,FALSE
dVMXCc,f,1770,1758,4.813141684,AI,2,wheels,spider,spider,1,1,1,1,1,2,no experience with coding,Never,Never,Never,1,1,1,1,0,57.79662689,4,FALSE,FALSE,TRUE
dXAQG4,m,2760,2760,7.556468172,Person,1,spider,wheels,spider,1,1,1,1,1,3,no experience with coding,About once a week,About once a week,About once a week,1,1,1,1,1,90.73873163,7,FALSE,FALSE,TRUE
DY7SUJ,f,3870,3862,10.57357974,AI,3,spider,wheels,wheels,1,1,1,1,1,1,coding class at school,About once a week,Never,Several times a day,1,1,1,1,0,126.9684716,10,TRUE,FALSE,FALSE
,,,2354,6.444900753,AI,2,wheels,spider,wheels,1,1,0,1,0.666666667,1,no experience with coding,Less than once a week,Less than once a week,,1,1,1,1,1,77.3909327,6,,FALSE,FALSE
UDVQ7Y,m,3330,5522,15.11841205,AI,1,spider,wheels,spider,1,1,1,1,1,2,no experience with coding,Several times a day,About once a week,,1,1,1,1,1,181.543216,15,,FALSE,TRUE
E5VGcY,f,4320,4308,11.79466119,Person,4,wheels,spider,wheels,1,1,1,1,1,0,coding class at school,Several times a day,Never,Several times a day,1,1,1,1,1,141.6313246,11,TRUE,FALSE,FALSE
EcQK3N,m,5130,5137,14.06433949,AI,2,wheels,spider,wheels,1,1,1,0,0.666666667,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,168.8858204,14,TRUE,TRUE,FALSE
ECZKcH,f,3090,3092,8.465434634,Person,4,wheels,spider,wheels,1,1,1,1,1,0,coding class at school,Less than once a week,Never,Never,1,1,1,1,1,101.6536805,8,FALSE,FALSE,FALSE
EFdd5c,,,3448,9.440109514,AI,4,wheels,spider,wheels,1,1,1,1,1,3,after school programs or camps related to coding,About once a day,About once a day,About once a day,1,1,1,1,1,113.3576618,9,TRUE,TRUE,TRUE
EFYJWW,f,2010,2024,5.541409993,Person,1,spider,wheels,spider,1,0,0,0,0,2,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1,66.54173653,5,TRUE,TRUE,TRUE
EHPQXP,f,2670,2681,7.34017796,AI,3,spider,wheels,spider,1,0,0,0,0,3,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1,88.14149982,7,TRUE,TRUE,TRUE
EKACME,m,4740,4748,12.99931554,Person,2,wheels,spider,wheels,1,1,1,1,1,0,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Never,,,1,1,1,1,1,156.0969195,12,,,FALSE
EM566H,m,3480,3486,9.544147844,Person,3,spider,wheels,spider,1,1,1,1,1,,,Several times a day,About once a day,About once a day,1,1,1,1,1,114.6069632,9,TRUE,TRUE,
ERC7YR,f,3870,3875,10.6091718,Person,1,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,Less than once a week,Never,Never,1,1,1,1,1,127.3958642,10,FALSE,FALSE,FALSE
,,,1332,3.646817248,Person,2,wheels,spider,wheels,1,1,1,0,0.666666667,,no experience with coding,About once a week,Less than once a week,,1,1,1,1,1,43.79130092,3,,FALSE,
F7J6RM,m,4770,4631,12.678987,Person,2,wheels,spider,wheels,1,1,1,1,1,,,,,,1,1,1,1,1,152.2503863,12,,,
F7J6RM,m,4770,4631,12.678987,Person,1,spider,wheels,spider,1,1,1,1,1,2,"coding class at school,after school programs or camps related to coding",Several times a day,,About once a day,1,1,1,1,1,152.2503863,12,TRUE,,TRUE
,,,5813,15.91512663,Person,4,wheels,spider,wheels,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,,,1,1,1,1,1,191.1102344,15,,,FALSE
Fc7UHG,m,3270,3259,8.922655715,AI,1,spider,wheels,spider,1,1,1,1,1,1,coding class at school,Less than once a week,Less than once a week,Several times a day,1,1,1,1,1,107.1440313,8,TRUE,FALSE,FALSE
FEYCW6,m,4410,4408,12.06844627,Person,1,spider,wheels,spider,1,1,1,1,1,8,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1,144.9189598,12,TRUE,TRUE,TRUE
,,,1593,4.361396304,Person,1,spider,wheels,spider,1,1,1,1,1,,no experience with coding,About once a day,Never,,1,1,1,1,1,52.3720288,4,,FALSE,
FG5XVM,m,2550,2561,7.011635866,AI,4,wheels,spider,wheels,1,1,1,1,1,2,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1,84.19633757,7,TRUE,TRUE,TRUE
FJZ4BR,m,4530,4532,12.40793977,Person,4,wheels,spider,wheels,1,1,1,1,1,6,coding class at school,Several times a day,Several times a day,About once a day,1,1,1,1,1,148.9956274,12,TRUE,TRUE,TRUE
FQNNUZ,f,5130,5144,14.08350445,AI,3,spider,wheels,spider,1,1,1,1,1,4,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1,169.1159549,14,TRUE,TRUE,TRUE
,,,2796,7.655030801,AI,1,spider,wheels,spider,1,1,1,1,1,1,coding class at school,Several times a day,About once a week,,1,1,1,1,1,91.9222803,7,,FALSE,FALSE
FW72XL,f,3150,3143,8.605065024,AI,4,wheels,spider,wheels,1,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,,Several times a day,1,1,1,1,1,103.3303745,8,TRUE,,FALSE
FXKXTL,f,4290,4283,11.72621492,AI,4,wheels,spider,spider,1,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,Several times a day,1,1,1,1,0,140.8094158,11,TRUE,FALSE,FALSE
G36QUX,m,3840,3838,10.50787132,AI,4,wheels,spider,wheels,1,1,1,1,1,2,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1,126.1794391,10,TRUE,TRUE,TRUE
,,,4427,12.12046543,Person,1,spider,wheels,spider,1,1,1,1,1,0,after school programs or camps related to coding,About once a week,Never,,1,1,1,1,1,145.5436105,12,,FALSE,FALSE
G5dAEK,m,4230,4233,11.58932238,AI,3,spider,wheels,spider,1,1,1,1,1,3,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a week,About once a day,1,1,1,1,1,139.1655982,11,TRUE,FALSE,TRUE
G64NX2,f,3300,3299,9.032169747,Person,1,spider,wheels,spider,1,1,1,1,1,3,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1,108.4590854,9,TRUE,TRUE,TRUE
GE4NBT,m,5640,5628,15.40862423,AI,3,spider,wheels,wheels,1,1,1,1,1,,,Several times a day,Never,About once a day,1,1,1,1,0,185.0281093,15,TRUE,FALSE,
GFRFTR,f,1920,1915,5.242984257,Person,3,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,Never,Less than once a week,Never,1,1,1,1,1,62.95821416,5,FALSE,FALSE,FALSE
GLQULU,f,2640,2655,7.26899384,Person,3,spider,wheels,spider,1,1,1,1,1,,,About once a day,Never,Never,1,1,1,1,1,87.28671467,7,FALSE,FALSE,
GQYEcF,f,2340,2339,6.403832991,Person,3,spider,wheels,spider,1,1,1,1,1,,no experience with coding,About once a day,,,1,1,1,1,1,76.89778742,6,,,
,,,1219,3.33744011,Person,1,spider,wheels,spider,1,0,0,1,0.333333333,3,no experience with coding,Several times a day,Less than once a week,,1,1,1,1,1,40.07627314,3,,FALSE,TRUE
,,,1178,3.225188227,AI,3,spider,wheels,spider,1,0,0,1,0.333333333,3,no experience with coding,Several times a day,Less than once a week,,1,1,1,1,1,38.7283427,3,,FALSE,TRUE
GYU46J,f,4140,4148,11.35660507,AI,3,spider,wheels,spider,1,1,1,1,1,,,About once a day,,About once a day,1,1,1,1,1,136.3711083,11,TRUE,,
H5HUVK,f,5520,5244,14.35728953,AI,1,spider,wheels,spider,1,1,1,1,1,,no experience with coding,Several times a day,About once a week,About once a week,1,1,1,1,1,172.4035901,14,FALSE,FALSE,
H7RFHM,f,3030,3039,8.320328542,Person,4,wheels,spider,wheels,1,1,1,1,1,2,no experience with coding,About once a day,Several times a day,About once a day,1,1,1,1,1,99.91123385,8,TRUE,TRUE,TRUE
,,,3210,8.788501027,AI,3,spider,wheels,spider,1,1,1,1,1,4,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,,1,1,1,1,1,105.53309,8,,FALSE,TRUE
HMdQVZ,m,3870,3859,10.56536619,Person,4,wheels,spider,wheels,1,1,1,0,0.666666667,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,,,1,1,1,1,1,126.8698425,10,,,FALSE
HX2GJ6,,,3542,9.697467488,AI,3,spider,wheels,spider,1,1,1,1,1,3,after school programs or camps related to coding,About once a day,About once a day,About once a week,1,1,1,1,1,116.4480389,9,FALSE,TRUE,TRUE
,,,1454,3.980835044,AI,3,spider,wheels,wheels,1,0,0,0,0,,,Several times a day,,,1,1,1,1,0,47.80221587,3,,,
J3RPUM,m,3930,3936,10.7761807,Person,4,wheels,spider,wheels,1,1,1,1,1,3,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,129.4013216,10,TRUE,TRUE,TRUE
J6GS2X,m,5820,5636,15.43052704,Person,4,wheels,spider,wheels,1,1,1,1,1,5,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1,185.2911201,15,TRUE,TRUE,TRUE
J6GS2X,m,5820,5636,15.43052704,Person,4,wheels,spider,wheels,1,1,1,1,1,5,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1,185.2911201,15,TRUE,TRUE,TRUE
J7d7Ed,m,4560,4560,12.48459959,Person,2,wheels,spider,wheels,1,1,1,1,1,,,Several times a day,Never,Several times a day,1,1,1,1,1,149.9161653,12,TRUE,FALSE,
JD34YF,m,4530,4541,12.43258042,AI,3,spider,wheels,spider,1,1,1,1,1,2,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a week,About once a week,1,1,1,1,1,149.2915146,12,FALSE,FALSE,TRUE
,,,3133,8.577686516,AI,3,spider,wheels,spider,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,,1,1,1,1,1,103.0016109,8,,FALSE,FALSE
JKQG2U,f,4740,4731,12.95277207,Person,3,spider,wheels,spider,1,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a week,About once a day,1,1,1,1,1,155.5380215,12,TRUE,FALSE,FALSE
K6FCZV,m,3540,3526,9.653661875,AI,3,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,Several times a day,About once a week,About once a day,1,1,1,1,1,115.9220173,9,TRUE,FALSE,FALSE
K73D3S,f,1860,1861,5.095140315,Person,3,spider,wheels,spider,1,1,0,0,0.333333333,6,no experience with coding,Less than once a week,About once a day,Several times a day,1,1,1,1,1,61.18289115,5,TRUE,TRUE,TRUE
K7GP2d,f,5340,5337,14.61190965,AI,2,wheels,spider,wheels,1,1,1,1,1,1,no experience with coding,About once a day,,About once a week,1,1,1,1,1,175.4610908,14,FALSE,,FALSE
K7GP2d,f,5340,5337,14.61190965,AI,2,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,About once a day,,Never,1,1,1,1,1,175.4610908,14,FALSE,,FALSE
K7R7CV,f,2550,2564,7.019849418,AI,3,spider,wheels,spider,1,1,0,0,0.333333333,2,no experience with coding,About once a day,,About once a week,1,1,1,1,1,84.29496663,7,FALSE,,TRUE
K7YdLP,f,5640,5632,15.41957563,AI,1,spider,wheels,spider,1,1,1,1,1,0,coding class at school,Several times a day,Never,Never,1,1,1,1,1,185.1596147,15,FALSE,FALSE,FALSE
KBQDD5,m,2700,2703,7.400410678,Person,3,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,About once a day,Never,Never,1,1,1,1,1,88.86477956,7,FALSE,FALSE,FALSE
Kc6RMY,m,3330,3342,9.149897331,AI,4,wheels,spider,wheels,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,Never,1,1,1,1,1,109.8727685,9,FALSE,FALSE,FALSE
KdTKRC,m,5730,5738,15.70978782,Person,1,spider,wheels,spider,1,1,1,1,1,1,coding class at school,Several times a day,Less than once a week,Several times a day,1,1,1,1,1,188.644508,15,TRUE,FALSE,FALSE
,,,3811,10.43394935,Person,4,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,About once a week,,,1,1,1,1,1,125.2917776,10,,,FALSE
KE6McV,f,4020,4019,11.00342231,AI,3,spider,wheels,wheels,1,1,1,1,1,5,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,0,132.1300588,11,TRUE,TRUE,TRUE
KHRJM7,m,3810,3818,10.45311431,AI,4,wheels,spider,spider,1,1,1,1,1,4,after school programs or camps related to coding,Several times a day,Several times a day,Several times a day,1,1,1,1,0,125.5219121,10,TRUE,TRUE,TRUE
KLdCX3,m,4260,4261,11.6659822,Person,2,wheels,spider,wheels,1,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,Never,Never,1,1,1,1,1,140.086136,11,FALSE,FALSE,FALSE
KMUTBA,f,2790,2795,7.65229295,Person,1,spider,wheels,wheels,1,1,1,1,1,0,no experience with coding,,,,1,1,1,1,0,91.88940395,7,,,FALSE
,,,1879,5.144421629,AI,4,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,About once a week,About once a week,,1,1,1,1,1,61.77466548,5,,FALSE,FALSE
KPRDT6,m,3480,3483,9.535934292,Person,1,spider,wheels,spider,1,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Never,Never,1,1,1,1,1,114.5083342,9,FALSE,FALSE,FALSE
KRLDTE,m,4410,4334,11.86584531,Person,4,wheels,spider,wheels,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,,,1,1,1,1,1,142.4861097,11,,,FALSE
,,,4334,11.86584531,AI,4,wheels,spider,wheels,1,1,1,1,1,,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,Never,,1,1,1,1,1,142.4861097,11,,FALSE,
KU6RG5,m,2460,2472,6.767967146,Person,4,wheels,spider,wheels,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,Never,1,1,1,1,1,81.27034224,6,FALSE,FALSE,FALSE
KYNWJ7,f,3420,3410,9.336071184,Person,1,spider,wheels,spider,1,0,0,0,0,,,,,,1,1,1,1,1,112.1083605,9,,,
LA3QLT,f,4770,4773,13.06776181,AI,1,spider,wheels,wheels,1,1,1,1,1,4,"coding class at school,after school programs or camps related to coding",Several times a day,Several times a day,Several times a day,1,1,1,1,0,156.9188283,13,TRUE,TRUE,TRUE
LCDQES,f,1530,1518,4.156057495,AI,4,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,About once a day,Less than once a week,Never,1,1,1,1,1,49.9063024,4,FALSE,FALSE,FALSE
LKJRX3,f,2970,2959,8.101300479,AI,3,spider,wheels,spider,1,1,1,1,1,0,coding class at school,Several times a day,,About once a week,1,1,1,1,1,97.28112569,8,FALSE,,FALSE
LKKFPd,f,2400,2390,6.543463381,AI,1,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,Several times a day,,About once a day,1,1,1,1,1,78.57448138,6,TRUE,,FALSE
LN6TPF,f,4350,4340,11.88227242,Person,2,wheels,spider,wheels,1,1,1,1,1,,,Several times a day,,,1,1,1,1,1,142.6833679,11,,,
LRAUYL,f,2010,2024,5.541409993,Person,3,spider,wheels,spider,1,1,1,1,1,2,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1,66.54173653,5,TRUE,TRUE,TRUE
,,,5426,14.85557837,Person,4,wheels,spider,wheels,1,1,1,1,1,,,Several times a day,Never,,1,1,1,1,1,178.3870862,14,,FALSE,
LUQK5d,f,1350,1350,3.696098563,AI,1,spider,wheels,wheels,1,1,0,0,0.333333333,0,no experience with coding,About once a week,,,1,1,1,1,0,44.38307525,3,,,FALSE
LXRCcF,f,1980,1993,5.456536619,Person,3,spider,wheels,wheels,1,0,0,0,0,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,0,65.52256962,5,TRUE,TRUE,FALSE
LZWTJC,m,4140,4140,11.33470226,AI,2,wheels,spider,spider,1,1,1,1,1,1,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,About once a day,1,1,1,1,0,136.1080974,11,TRUE,TRUE,FALSE
M2VDRX,f,3390,3390,9.281314168,AI,2,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,About once a day,,,1,1,1,1,1,111.4508334,9,,,FALSE
,,,4611,12.62422998,AI,3,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,Several times a day,Less than once a week,,1,1,1,1,1,151.5928593,12,,FALSE,FALSE
PU2VcV,o,4740,3160,8.651608487,Person,3,spider,wheels,spider,1,1,1,1,1,,,,,,1,1,1,1,1,103.8892724,8,,,
MBCA5E,f,2730,2739,7.498973306,Person,2,wheels,spider,wheels,1,0,1,1,0.666666667,3,no experience with coding,About once a day,Several times a day,Several times a day,1,1,1,1,1,90.04832824,7,TRUE,TRUE,TRUE
MBSYFS,m,1740,1739,4.761122519,Person,3,spider,wheels,spider,1,0,0,0,0,2,no experience with coding,About once a day,About once a week,About once a week,1,1,1,1,1,57.1719762,4,FALSE,FALSE,TRUE
MM7MHD,m,3090,2903,7.947980835,Person,3,spider,wheels,spider,1,1,1,1,1,0,coding class at school,About once a week,Never,Never,1,1,1,1,1,95.44004997,7,FALSE,FALSE,FALSE
MM7MHD,m,3090,2903,7.947980835,AI,2,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,,,,1,1,1,1,1,95.44004997,7,,,FALSE
,,,5375,14.71594798,AI,1,spider,wheels,wheels,1,1,1,1,1,0,coding class at school,Never,Never,,1,1,1,1,0,176.7103922,14,,FALSE,FALSE
MQ5dCM,f,4260,4267,11.68240931,AI,3,spider,wheels,wheels,1,1,1,1,1,3,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,0,140.2833942,11,TRUE,TRUE,TRUE
MR5MAH,f,2700,2695,7.378507871,AI,3,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,About once a day,,Never,1,1,1,1,1,88.60176875,7,FALSE,,FALSE
N4N6Q2,m,1890,1886,5.163586585,AI,1,spider,wheels,spider,1,0,1,0,0.333333333,0,no experience with coding,Several times a day,,,1,1,1,1,1,62.00479995,5,,,FALSE
N54WCV,f,5760,5748,15.73716632,Person,3,spider,wheels,spider,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Never,Never,1,1,1,1,1,188.9732715,15,FALSE,FALSE,FALSE
,,,3651,9.995893224,Person,4,wheels,spider,wheels,1,1,1,1,1,1,coding class at school,Less than once a week,Less than once a week,,1,1,1,1,1,120.0315613,9,,FALSE,FALSE
NBXP7N,m,3390,3390,9.281314168,Person,4,wheels,spider,wheels,1,1,1,1,1,1,no experience with coding,,About once a week,,1,1,1,1,1,111.4508334,9,,FALSE,FALSE
NcPKdR,m,4740,4751,13.00752909,Person,4,wheels,spider,wheels,1,1,1,1,1,1,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a week,About once a week,1,1,1,1,1,156.1955485,13,FALSE,FALSE,FALSE
,,,1815,4.969199179,Person,1,spider,wheels,spider,1,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,,1,1,1,1,1,59.67057895,4,,FALSE,FALSE
QDLBWP,f,4500,1850,5.065023956,Person,4,wheels,spider,wheels,1,1,1,1,1,,,Less than once a week,Less than once a week,,1,1,1,1,1,60.82125127,5,,FALSE,
NKAPDd,m,5520,5529,15.137577,Person,2,wheels,spider,wheels,1,1,1,1,1,5,"coding class at school,after school programs or camps related to coding",Several times a day,Less than once a week,Never,1,1,1,1,1,181.7733504,15,FALSE,FALSE,TRUE
NMW7J7,f,1500,1487,4.07118412,Person,1,spider,wheels,spider,1,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,About once a week,About once a week,1,1,1,1,1,48.88713548,4,FALSE,FALSE,FALSE
NN3UDW,m,4440,4455,12.19712526,AI,4,wheels,spider,wheels,1,1,1,1,1,2,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1,146.4641483,12,TRUE,TRUE,TRUE
